##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;white;;;;;;;;;X
##;§Y = 208,232,248;orange;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
1350002desc;Following the the new mobilisation laws our reserveunits are brought up to wartime strength.;Suite aux nouvelles lois de mobilisation nos troupes de rйserve sont amenйs а leurs effectifs de guerre.;Seguendo le disposizioni legislative sulla nuova mobilitazione, la nostre divisioni di riserva si sono mobilitate.;A raнz de las nuvas Leyes de la movilizaciуn nuestra reserva se ha presentado a la fuerza.;Entsprechend der Gesetze ьber die Mobilmachung werden unsere Reserveeinheiten auf Kriegsstдrke gebracht.;Po wejњciu w їyciu nowej uchwaіy mobilizacyjnej nasze jednostki rezerwowe zyskuj№ siік przewidzian№ na czas wojny.;;После начала мобилизации наши резервные части доводятся до численности по полным штатам военного времени.;;;X
1350002name;Activate the reserve units;Activer les unitйs de rйserve.;Attivare le unitа della riserva;Llamar a la reserva;Aktivierung der Reserveeinheiten;Aktywuj jednostki rezerwowe;;Активация резервов;;;X
1350003name;Demobilise Reserve Units;Dйmobiliser les unitйs de rйserve.;Le riserve arrivano;La reserva ha llegado;Demobilisierung der Reserveeinheiten;Demobilizuj jednostki rezerwowe;;Демобилизация резервистов;;;X
1350002;The reserves are here!;Les rйserves sont arrivйes !;Le riserve sono arrivate!;La reserva esta aquн;Die Reserven sind angekommen;Rezerwy przybyіy!;;Прибытие резервистов;;;X
13500053name;Military recovers;;L'esercito si riprende;;;Wojsko wraca do formy;;;;;X
13500053desc;A period of recovery after your Demobilization has passed and subsequent Mobilization will gain you new manpower again.;;Il periodo di ripresa dopo la demobilizzazione и passato, si puт quindi mobilitare nuovamente per avere piщ manodopera.;;;Okres odbudowy po ogіoszeniu demobilizacji min№і i nastкpna mobilizacji umoїliwi ponownie dostкp do nowych zasobуw siіy ludzkiej.;;;;;X
13500053a;Finally;Enfin;Finalmente;;;Wreszcie;;;;;X
##;;;;;;;;;;;X
MOB10name;Enact Total Mobilization;Promulguer la mobilisation totale;Mobilitazione totale;Declarar la Movilizaciуn Total;Totale Mobilmachung;Wprowadџ totaln№ mobilizacjк;;Тотальная мобилизация;;;X
MOB2name;Establish a professional military;Etablir une armйe professionnelle;Istituisci un esercito professionale;Establecer un ejercito profesional;Professionelle Armee etablieren;Utwуrz armiк profesjonaln№;;Создание профессиональной армии;;;X
MOB3name;Enact Selective Conscription;Promulguer la conscription sйlective;Istituisci leva selettiva;Establecer el Servicio Militar Selectivo;Selektive Wehrpflicht;Wprowadџ selektywny pobуr;;Введение всеобщей воинской обязанности;;;X
MOB4name;Enact One Year Conscription;Promulguer le service d'un an;Istituisci leva annuale;Establecer el Servicio Militar de 1 aсo;Einjдhrige Wehrpflicht;Wprowadџ roczny pobуr;;Введение годичного срока службы;;;X
MOB5name;Enact Two Year Conscription;Promulguer le service de deux ans;Istituisci leva biennale;Establecer el Servicio Militar de 2 aсos;Zweijдhrige Wehrpflicht;Wprowadџ dwuletni pobуr;;Введение двухлетнего срока службы;;;X
MOB6name;Enact Three Year Conscription;Promulguer le service de trois ans;Istituisci leva triennale;Establecer el Servicio Militar de 3 aсos;Dreijдhrige Wehrpflicht;Wprowadџ trzyletni pobуr;;Введение трехлетнего срока службы;;;X
MOB7name;Enact Partial Mobilization;Promulguer la mobilisation partielle;Mobilitazione parziale;Declarar la Movilizaciуn Parcial;Teilmobilmachung;Wprowadџ czкњciow№ mobilizacjк;;Частичная мобилизация;;;X
MOB8name;Enact General Mobilization;Promulguer la mobilisation gйnйrale;Mobilitazione generale;Declarar la Movilizaciуn General;Generelle Mobilmachung;Wprowadџ generaln№ mobilizacjк;;Всеобщая мобилизация;;;X
MOB9name;Enact Extended Mobilization;Promulguer la mobilisation йtendue;Mobilitazione estesa;Declarar la Movilizaciуn Extendida;Ausgeweitete Mobilmachung;Wprowadџ rozszerzon№ mobilizacjк;;Расширенная мобилизация;;;X
MOBdesc;Our current Form of Military Service is no longer able to provide us with enough new recruits, to increase the size of our active armed forces. An increase of the service time, will provide more manpower to further expand our troops. Be advised that we can only increase our armed forces to a partial mobilized level during peacetime, even that comes at a price, further mobilization is only feasible during wartime. You have to be aware that Mobilization beyond the General Mobilization level can lead to dangerous situations leaving your territories bare of necessary work- and peacekeeping forces.;Notre forme actuelle de service militaire n'est pas capable de fournir suffisamment de nouvelles recrues pour augmenter la taille de nos forces armйes actives. Une augmentation de la durйe du service militaire permettra d'agrandir nos forces grвce а plus de main d'њuvre. Soyez informez que nous ne pouvons mobiliser nos forces armйes qu’а un niveau limitй en pйriode de paix,cela а un certain prix,,une mobilisation plus important n’est possible qu’en temps de guerre.;La nostra attuale forma di servizio militare non и piщ in grado di fornirci abbastanza nuove reclute per aumentare le dimensioni delle nostre forze armate attive. Un aumento della ferma di servizio, fornirа piщ manodopera per ampliare ulteriormente le forze armate. Deviu sapere che possiamo solo aumentare le nostre forze armate al livello di mobilitazione parziale in tempo di pace, ed anche questo ha un prezzo, un'ulteriore mobilitazione и possibile solo in tempo di guerra. Devi essere consapevole anche del fatto che la mobilitazione oltre il livello di mobilitazione generale puт portare a situazioni pericolose, lasciando le terre senza lavoratori o forze di polizia.;Nuestra actual forma de Servicio Militar ya no nos proporciona la suficiente cantidad de reclutas, para incrementar el tamaсo de nuestras Fuerzas Armadas. Un incremento en el tiempo de servicio, nos proporcionaria mas Recursos Humanos mantener nuestras tropas. Te advertimos que solo puedes aumentar Parcialmente la Movilizaciуn durante tiempos de Paz, pero tiene su precio, si pasamos de una Movilizaciуn General durante una Guerra puede llevarnos a situaciones peligrosas por falta de mano de obra o fuerzas de orden publico.;Unsere aktuelle Form des Militдrdienstes ist nicht mehr in der Lage, uns mit einer ausreichenden Anzahl von Rekruten zu versorgen, um unsere aktiven Einheiten zu verstдrken. Eine Verlдngerung der Dienstzeit wьrde uns genьgend Potential verschaffen, unsere bewaffneten Streitkrдfte zu vergrцssern. In Friedenszeiten kцnnen wir allerdings nur bis zur Teilmobilmachung gehen, und selbst die hat ihren Preis. Eine weitere Ausdehnung der Dienstzeit ist nur im Kriegszustand mцglich. Seien Sie sich bewusst, daЯ ein hцherer Mobilmachungsgrad als die generelle Mobilmachung gefдhrlich sein kann, da unser Land sonst nicht ьber genьgend Arbeitskrдfte in Industrie und Landwirtschaft verfьgt.;Nasza aktualna forma sіuїby wojskowej nie jest w stanie zapewniж nam nowych rekrutуw, aby zwiкkszyж rozmiar naszych wojsk. Zwiкkszenie czasu sіuїby zapewni nam wiкcej siіy ludzkiej by umoїliwiж poszerzenie armii. Zauwaї, їe w trakcie pokoju moїemy zarz№dziж tylko czкњciow№ mobilizacjк, a i to jest zwi№zane ze sporym kosztem, natomiast caіkowita mobilizacja jest moїliwa jedynie w czasie wojny. Wprowadzenie generalnej mobilizacji prowadzi do sytuacji, gdy przemysі pozbawiony jest pracownikуw, jak rуwnieї siі porz№dkowych.;;Наш текущий порядок прохождения военной службы не в состоянии предоставить нам достаточно новобранцев, чтобы увеличить численность действующей армии. Увеличение срока службы даст нам больше людских ресурсов для дальнейшего увеличения наших войск. Имейте в виду, что в мирное время мы можем увеличить наши вооруженные силы только частичной мобилизацией. Дальнейшая мобилизация возможна только в военное время. Также Вы должны знать, что мобилизация выше уровня всеобщей мобилизации может привести к возникновению опасных ситуаций, поскольку оставляет ваши территории без сил и средств, необходимых для работы и поддержания порядка.; дальнейшая мобилизация возможна только в военное время. Также Вы должны знать, что мобилизация выше уровня всеобщей мобилизации может привести к возникновению опасных ситуаций, поскольку оставляет ваши территории без сил и средств, необходимых для работы и поддержания порядка.;;X
MOBname;Reform Military Service;Rйformer le service militaire;Riforma il servizio militare;Reforma al Servicio Militar;Reform des Militдrs;Reformuj sіuїbк wojskow№;;Изменение порядка прохождения военной службы;;;X
MOBUSact;Call in more conscripts;Appeler plus de conscrits.;Chiamare piщ coscritti;Ampliar el servicio militar;Mehr Wehrpflichtige einberufen;Powoіaj wiкcej rekrutуw;;Призвать больше резервистов !;;;X
MOB10aname;Total Mobilization;Mobilisation totale;Mobilitazione totale;Movilizaciуn Total;Totale Mobilmachung;Wprowadџ totaln№ mobilizacjк;;Тотальная мобилизация;;;X
MOB2aname;Professional military;Une armйe professionnelle;un esercito professionale;Establecer un ejercito profesional;Professionelle Armee;Utwуrz armiк profesjonaln№;;Создание профессиональной армии;;;X
MOB3aname;Selective Conscription;Conscription sйlective;leva selettiva;Servicio Militar Selectivo;Selektive Wehrpflicht;Wprowadџ selektywny pobуr;;Введение всеобщей воинской обязанности;;;X
MOB4aname;One Year Conscription;Service d'un an;leva annuale;Servicio Militar de 1 aсo;Einjдhrige Wehrpflicht;Wprowadџ roczny pobуr;;Введение годичного срока службы;;;X
MOB5aname;Two Year Conscription;Service de deux ans;leva biennale;Servicio Militar de 2 aсos;Zweijдhrige Wehrpflicht;Wprowadџ dwuletni pobуr;;Введение двухлетнего срока службы;;;X
MOB6aname;Three Year Conscription;Service de trois ans;leva triennale;Servicio Militar de 3 aсos;Dreijдhrige Wehrpflicht;Wprowadџ trzyletni pobуr;;Введение трехлетнего срока службы;;;X
MOB7aname;Partial Mobilization;Mobilisation partielle;Mobilitazione parziale;Movilizaciуn Parcial;Teilmobilmachung;Wprowadџ czкњciow№ mobilizacjк;;Частичная мобилизация;;;X
MOB8aname;General Mobilization;Mobilisation gйnйrale;Mobilitazione generale;Movilizaciуn General;Generelle Mobilmachung;Wprowadџ generaln№ mobilizacjк;;Всеобщая мобилизация;;;X
MOB9aname;Extended Mobilization;Mobilisation йtendue;Mobilitazione estesa;Movilizaciуn Extendida;Ausgeweitete Mobilmachung;Wprowadџ rozszerzon№ mobilizacjк;;Расширенная мобилизация;;;X
8300102desc;Our country has now a professional military force of volunteers. \n Of 1 million citizens, approximately 2.000 serve in your armed forces any time. \n Your forces recieve an excellent training, only the best candidates are excepted and they are on average more experienced.;Notre pays a dйsormais une force armйe professionnelle de volontaires. \n Sur 1 million de citoyens, environ 2 000 servent en permanence dans nos forces armйes. \n Vos forces reзoivent un excellent entraоnement, seuls les meilleurs candidats sont acceptйs, et ils ont en gйnйral plus d'expйrience.;Il nostro paese ha ora una forza armata professionale costituita da volontari.\nSu 1 milione di cittadini, circa 2 000 servono nelle tue forze armate in ogni momento.\nI tuoi soldati ricevono un'ottimo addestramento, solo i migliori candidati sono scelti e quindi in generale hanno piщ esperienza.;Nuestro paнs tiene ahora una fuerza militar profesional de volutarios.\nDe cada millуn de ciudadanos, aproximadamente 2.000 prestan servicio en tus fuerzas armadas en todo momento.\nTus fuerzas reciben un entrenamiento excelente, sуlo se aceptan a los mejores candidatos y tienen mбs experiencia en promedio.;Unsere Nation hat nun professionell ausgebildete Streitkrдfte, die aus Freiwilligen bestehen. \n Von 1 Million Einwohnern dienen 2.000 in den bewaffneten Streitkrдften. \n Unsere Truppen sind exzellent ausgebildet worden und bestehen nur aus den besten ihres Jahrganges. ;Nasz kraj ma teraz profesjonaln№ kadrк wojskow№.\nNa milion obywateli, okoіo 2 tysi№ce sіuїy teraz w wojsku.\nNasze siіy otrzymuj№ doskonaіe wyszkolenie, jako їe tylko najlepsi kandydaci s№ przyjmowani i charakteryzuj№ siк oni duїym doњwiadczeniem i wysokim morale.;;В нашей стране в настоящее время существуют профессиональные военные силы, набранные из добровольцев. \n из 1 миллиона граждан, около 2,000 служат в вооруженных силах в любое время. \n ваши войска получают отличную подготовку,отбираются  только лучшие кандидаты, и они в среднем более опытны.;;;X
